ID_MUSEO,NOMBRE_MUSEO,ID_LOCALITIES,DESCRIPCION,ID_COUNTRY,STATE
79,Planetario de Medellín Jesís Emilio Ramírez González,23,"Este planetario es un centro de divulgación astronómica que ofrece imperdibles proyecciones en su domo, simulando el cielo estrellado y explicando fenómenos del universo. Cuenta con exposiciones interactivas, talleres y observación telescópica que acercan a la comunidad al estudio y fascinación por el cosmos.",583,FALSE
80,Museo Casa de la Memoria,23,"Ubicado en Medellín, este museo es un espacio para construir y narrar las memorias del conflicto armado colombiano. A través de exposiciones audiovisuales, testimonios y narraciones, se invita a reflexionar sobre las violencias sufridas, los procesos de resistencia y la búsqueda de la paz, con un enfoque en las experiencias de las víctimas y la construcción colectiva de memoria.",583,FALSE
81,Museo El Castillo – Jardines,23,"Rodeado de hermosos jardines, el Museo El Castillo ofrece un recorrido por la historia y el arte en un ambiente que evoca la época medieval europea. Las salas muestran colecciones de arte, mobiliario y objetos históricos, mientras que los jardines brindan un espacio para la contemplación y el esparcimiento cultural.",583,TRUE
82,Museo del Agua EPM,23,"Este museo educativo muestra la importancia del agua como recurso vital, explicando su ciclo, gestión y conservación. Mediante exposiciones interactivas y tecnología didáctica, presenta la relación entre el agua, el medio ambiente y la sociedad, fomentando el cuidado sostenible del planeta.",583,FALSE
83,Museo de Arte Moderno de Medellín,23,"Este museo destaca por su amplio catálogo de arte contemporáneo, con exposiciones temporales y permanentes que incluyen pintura, escultura, fotografía y multimedia. Es un espacio dinámico que promueve el diálogo artístico y cultural en la ciudad.",583,TRUE
84,Cementerio Museo de San Pedro,23,"Este cementerio es también un museo que conserva la memoria histórica de Medellín. Sus mausoleos, esculturas y lápidas reflejan la historia social y cultural, mientras que ofrece un recorrido por tradiciones funerarias y valores patrimoniales.",583,TRUE
85,Casa Museo Pedro Nel Gómez,23,"En esta casa-museo se resguarda la obra y legado del destacado muralista Pedro Nel Gómez, con pinturas, dibujos y documentos que revelan su influencia en el arte colombiano y su compromiso social.",583,TRUE
86,Casa Museo Gardeliana,23,"Dedicada a conservar la memoria y obra de Carlos Gardel, esta casa museo en Medellín ofrece objetos personales, fotografías y documentos que narran la vida y trayectoria del emblemático cantante de tango.",583,FALSE
87,Fundacion Aburrá,23,"Este centro cultural y social promueve el arte contemporáneo y proyectos comunitarios en Medellín, con exposiciones, talleres y actividades que fortalecen la identidad local.",583,FALSE
88,Lokkus Arte Contemporáneo,23,"Galería y espacio cultural que impulsa el arte contemporáneo, presentando exposiciones de artistas emergentes y consolidados en diversas disciplinas.",583,FALSE
89,Museo de la Natividad,23,"Este museo ofrece una colección dedicada a las representaciones artísticas y culturales del nacimiento de Jesús, con piezas tradicionales y contemporáneas que reflejan la diversidad regional.",583,FALSE
90,Museo Viztaz,23,"Un espacio para exhibir arte y cultura visual contemporánea, con énfasis en artistas locales y prácticas experimentales.",583,FALSE
91,Palacio de la Cultura Rafael Uribe Uribe,23,"Este emblemático edificio alberga exposiciones culturales, actividades artísticas y espacios para el diálogo comunitario, siendo un centro neurálgico del patrimonio regional.",583,TRUE
92,Museo Madre María Berenice,23,"Enfocado en la vida y legado de Madre María Berenice, este museo narra su labor religiosa y social en Colombia a través de objetos y documentos.",583,FALSE
93,Museo Etnográfico Miguel Angel Builes,23,"Entrar al Museo Etnográfico Miguel Ángel Builes es sumergirse en la riqueza cultural e histórica de las comunidades del departamento de Antioquia. Este espacio exhibe piezas arqueológicas, herramientas y objetos cotidianos que ilustran las formas de vida ancestrales. Además, ofrece exposiciones didácticas que permiten comprender las tradiciones, creencias y procesos sociales que han forjado la identidad regional. Su ambiente cuidadosamente conservado invita a reflexionar sobre las raíces y la diversidad cultural que persiste en la actualidad.",583,FALSE
94,Museo Entomológico Piedras Blancas,23,"El Museo Entomológico Piedras Blancas constituye un centro esencial para el estudio y conservación de la biodiversidad insecta colombiana. Sus salas albergan colecciones científicas de mariposas, escarabajos, hormigas y otros insectos, organizadas para facilitar tanto la investigación académica como la divulgación popular. A través de exposiciones interactivas, el museo fomenta un acercamiento respetuoso hacia estos seres, resaltando su papel en los ecosistemas y su importancia para el equilibrio ambiental.",583,FALSE
95,Parque Explora,23,"Parque Explora es un moderno referente de ciencia y tecnología en Medellín, donde el aprendizaje se vuelve una experiencia interactiva para visitantes de todas las edades. Este parque científico ofrece exhibiciones sobre física, biología, matemáticas y robótica, además de un acuario que muestra la diversidad marina. Sus áreas de experimentación, laboratorios y talleres potencian la curiosidad y el pensamiento crítico, conectando la exploración con el conocimiento científico en un entorno vibrante y accesible.",583,TRUE
96,Museo Etnográfico Madre Laura,23,"El Museo Etnográfico Madre Laura ayuda a preservar la historia y cultura de la región del Oriente Antioqueño, enfocándose especialmente en las tradiciones campesinas. Exponen objetos, fotografías y documentos que retratan el desarrollo social, religioso y cultural de estas comunidades. Además, este museo resalta el legado de la Madre Laura Montoya, figura espiritual y promotora educativa, para fortalecer el sentido identitario y el respeto hacia las costumbres populares.",583,FALSE
97,Museo Universitario Universidad de Antioquia,23,"Ubicado dentro del campus universitario, el Museo Universitario de la Universidad de Antioquia es un espacio que combina arte, historia y ciencia en exposiciones permanentes y temporales. Aquí se conservan colecciones arqueológicas, etnográficas y de arte contemporáneo que ilustran el contexto regional y nacional. Este museo es además un centro cultural activo que alberga actividades académicas, culturales y educativas, promoviendo el diálogo entre la universidad y la sociedad.",583,FALSE
98,Museo de Ciudad,23,"El Museo de Ciudad se constituye como un espacio para conocer y valorar la evolución urbana, cultural y social de la metrópoli en la que se encuentra. Mediante fotografías, planos históricos, objetos y testimonios, el museo narra las transformaciones arquitectónicas, sociales y ambientales que han configurado la identidad local. Su función es incentivar la reflexión ciudadana sobre el pasado y futuro urbano para fortalecer el sentido de pertenencia y cuidado del entorno.",583,FALSE
99,Museo de Geociencias de la Universidad Nacional,23,"El Museo de Geociencias de la Universidad Nacional presenta una amplia colección de minerales, fósiles y rocas que ofrecen una visión integral sobre la formación geológica de Colombia y el planeta. A través de exhibiciones detalladas, guía visualizada y actividades educativas, el museo explica fenómenos naturales como la tectónica de placas, la evolución de la vida y el impacto ambiental, convirtiéndose en un espacio de referencia para estudiantes, investigadores y público general interesado en las ciencias de la tierra.",583,FALSE
100,Museo de Arte Religioso,23,"El Museo de Arte Religioso acoge una colección rica en pinturas, esculturas y objetos litúrgicos de gran valor histórico y artístico, muchos provenientes de iglesias y conventos coloniales. Este recinto permite apreciar la influencia del arte sacro en la cultura colombiana, mostrando cómo la fe ha sido representada y vivida a través de distintas épocas. Las exposiciones enfatizan las técnicas artísticas y el simbolismo religioso, invitando a contemplar la espiritualidad desde una perspectiva estética y cultural.",583,FALSE
101,Jardin Botanico de Medellón Joaquón Antonio Uribe,23,"El Jardín Botánico Joaquín Antonio Uribe es un pulmón verde y centro de investigación en el que convergen la conservación y la educación ambiental. Allí se exhiben miles de especies vegetales autóctonas y exóticas en un entorno que también incluye un mariposario, orquideorama y lagunas. Con senderos interpretativos y talleres, el jardín promueve la comprensión de la biodiversidad local y global, siendo un espacio para el disfrute, la recreación y el aprendizaje en contacto directo con la naturaleza.",583,FALSE
102,Museo de la Publicidad Universidad Pontificia Bolivariana,23,"En el Museo de la Publicidad de la Universidad Pontificia Bolivariana se resguarda la historia de la comunicación comercial y visual en Colombia. La colección comprende anuncios gráficos, audiovisuales, objetos publicitarios y tecnologías utilizadas a lo largo del tiempo para transmitir mensajes. Este espacio permite analizar las estrategias y el impacto sociocultural de la publicidad, acompañando la evolución de los medios y la mercadotecnia con un enfoque didáctico y crítico.",583,FALSE
103, Bilioteca Pública Piloto,23,"La Biblioteca Pública Piloto es un centro fundamental de acceso al conocimiento, con amplias colecciones que abarcan literatura, documentación histórica y recursos digitales. Más que un depósito de libros, es un espacio cultural dinámico donde se realizan talleres, conferencias y actividades para toda la comunidad. Su diseño funcional y acogedor facilita el estudio, la investigación y la difusión cultural, consolidándose como un pilar para la promoción de la lectura y la educación continua.",583,FALSE
104,Museo Cámara de las Maravillas,23,"El Museo Cámara de las Maravillas es una experiencia interactiva que combina arte, historia y tecnología en la exploración de la fotografía y el cine. Exhibe equipos históricos, fotografías emblemáticas y producciones audiovisuales que relatan la evolución de la imagen como medio de comunicación y expresión artística. Este espacio fomenta la creatividad y el conocimiento del patrimonio visual, acercando a visitantes a la magia y técnica detrás de las cámaras de desarrollo de la imagen.",583,FALSE
105,Aeropuerto Olaya Herrera,23,"Más que un aeropuerto operativo, el Aeropuerto Olaya Herrera en Medellín es un ícono de desarrollo y modernidad regional. Su arquitectura y diseño reflejan una historia de crecimiento tanto en infraestructura como en conectividad aérea. En sus instalaciones se muestran detalles de la aviación regional, homenajes a pioneros y un compromiso con la innovación y la seguridad que lo hacen un punto estratégico para la movilidad local y nacional.",583,FALSE
106, Monumento Nacional,23,"El Monumento Nacional representa un símbolo conmemorativo y patrimonial que honra eventos, figuras o momentos históricos trascendentales para la nación. Su arquitectura y ubicación se combinan para ofrecer a los visitantes un lugar de reflexión sobre el pasado y la identidad colectiva. A menudo, este tipo de monumentos sirve tanto como pieza artística como espacio de memoria, invitando a la comunidad a valorar el legado histórico y cultural.",583,FALSE
107,Planetario Municipal Jesús Emilio Ramírez González,23,"El Planetario Municipal Jesús Emilio Ramírez González es el epicentro de la divulgación astronómica en la ciudad. Con tecnología avanzada, su domo proyecta el universo permitiendo el viaje virtual a galaxias, constelaciones y fenómenos cósmicos. Sus talleres, conferencias y exposiciones impulsan el interés científico en todas las edades, conectando al público con el vasto cosmos a través de un aprendizaje visual y experiencial que despierta la curiosidad y el asombro.",583,TRUE
108,Museo Etnográfico-Casa Misionera de las Hermanas Teresitas,23,"Este museo conserva la memoria cultural y social ligada a la labor misionera de las Hermanas Teresitas en comunidades indígenas y rurales. A través de artesanías, fotografías y documentos, refleja las dinámicas interculturales, la espiritualidad y la educación promovida por esta congregación. Su exposición busca preservar no solo la historia de la congregación sino también el impacto humano y cultural generado en las regiones atendidas.",583,FALSE
109,Museo Juan del Corral,23,"El Museo Juan del Corral se dedica a la historia de la ciudad y región, mostrando colecciones arqueológicas, etnográficas y artefactos que ilustran su evolución. A través de exhibiciones cuidadosamente curadas, permite a los visitantes conocer desde los primeros asentamientos hasta las transformaciones sociales y culturales actuales. Es un lugar donde pasado y presente se entrelazan para fortalecer la identidad y el conocimiento comunitario.",583,FALSE
110,Museo Nacional del Sombrero,23,"Este museo rinde homenaje a la tradición sombrerera, esencial en la cultura colombiana, especialmente en regiones como el Tolima y el Cesar. Exhibe diversos estilos y técnicas de fabricación, desde tejidos hasta acabados, junto con historia oral y audiovisual que rescatan el oficio artesanal. El Museo Nacional del Sombrero es espacio de preservación cultural, promoviendo el reconocimiento de este símbolo nacional y su influencia en la moda y el folclore.",583,FALSE
111,Casa de la Cultura Francisco Giraldo,23,"La Casa de la Cultura Francisco Giraldo es un centro donde convergen las expresiones artísticas locales y populares. Su programación incluye talleres, presentaciones y exhibiciones que fomentan la creatividad y el desarrollo cultural en la comunidad. Es un lugar de encuentro y aprendizaje donde se impulsan iniciativas para preservar tradiciones, apoyar nuevas expresiones y fortalecer los valores culturales regionales.",583,FALSE
112,Museo de Arte Moderno,23,"El Museo de Arte Moderno ofrece una visión completa del arte contemporáneo nacional e internacional, albergando colecciones de pintura, escultura, fotografía y nuevas prácticas artísticas. Su espacio se caracteriza por la innovación y el diálogo crítico, invitando al visitante a reflexionar sobre las tendencias, movimientos y cuestionamientos estéticos actuales. Este museo es plataforma para artistas emergentes y consagrados, configurando un referente del arte moderno en Colombia.",186,FALSE
113,Museo San Pedro Claver,23,"El gran defensor de los derechos de los esclavos, san Pedro Claver, el Apóstol de los Negros,  vivió y falleció en este conjunto de edificaciones construidas con piedras coralinas. El templo fue erigido en la plaza del mismo nombre, entre 1580 y 1654. Por su gran valor histórico, arquitectónico y cultural, en 1995 fue declarado Monumento Nacional. En su altar hay una urna de cristal, donde reposan los restos de su patrono. Visitar esta edificación le permitirá disfrutar de la paz de espacios como el pozo, donde el Apóstol de los Negros bautizó a miles de esclavos, y apreciar obras de arte, pinturas y esculturas religiosas.",186,TRUE
114,Museo Naval del Caribe,23,"Alrededor de 3.500 m2 ocupa esta construcción del siglo XVII. El Colonial y el Republicano son los dos salones donde tendrá la oportunidad de conocer, de manera didáctica, la cultura e historia naval y marítima de Cartagena, Colombia y el Caribe. El primer salón funcionó como colegio de la Compañía de Jesús y, después, como sede del Hospital Mayor de San Carlos, al servicio de la Armada Española; luego de la Independencia se convirtió en el hospital de caridad San Juan de Dios. El segundo recinto es llamado así por el estilo neoclásico que adoptó cuando fue remodelado a principios del siglo XX, para albergar al primer batallón de infantería de la Marina colombiana. El museo también ofrece temporadas de teatro y títeres, de entrada libre, y brinda el servicio de alquiler del auditorio, que tiene capacidad para 100 personas, y de otros salones para eventos.",186,TRUE
115,Museo Histórico de Cartagena,23,"El Museo Histórico de Cartagena se dedica a preservar y contar las vivencias de esta emblemática ciudad, desde su fundación hasta su papel estratégico en la historia nacional e internacional. Las salas exhiben objetos, documentos y vestigios que ilustran el pasado colonial, la lucha por la independencia y el desarrollo urbano. Este museo es un espacio para comprender las raíces culturales, sociales y políticas que han dado forma a Cartagena.",186,FALSE
116,Museo del Oro Zenú,23,"Durante la época precolombina, los zenús, que habitaron los departamentos de Bolívar, Sucre, Córdoba y el norte de Antioquia, se destacaron por su organización jerarquizada, grandes obras hidráulicas y economía basada en la agricultura, el trueque y las artesanías. Este museo del Oro Zenú fue inaugurado en 1982 en la ciudad amurallada para albergar una colección de 700 piezas, de las cuales 538 son de orfebrería. Aprecie 125 orejeras en filigrana fundida, figuras humanas esquematizadas, híbridos entre mamíferos y aves, entre otros elementos que datan de los años 200 a.C. hasta 1600 d.C., época en la que floreció esta cultura amerindia.",186,TRUE
117,La Presentación Casa Museo Arte y Cultura,23,"La Presentación Casa Museo Arte y Cultura ofrece un recorrido por la historia artística y cultural local mediante una variada colección de arte popular, objetos históricos y exposiciones temporales. Situada en un edificio que también es patrimonio, su ambiente resguarda el sentir de la comunidad. Este espacio combina la conservación del patrimonio con la promoción de actividades culturales que conectan tradición y contemporaneidad.",186,FALSE
118,Museo Casa Rafael Núñez,23,"Su fachada blanca, amplios balcones, jardines y techo en teja española llaman la atención en el barrio El Cabrero, donde se erige este Monumento Nacional, famoso por haber sido la residencia del cartagenero Rafael Núñez, presidente del país en cuatro ocasiones y gestor de la Constitución de 1886, que dirigió el curso de Colombia por más de cien años. La casa museo preserva y difunde su pensamiento e influencia. Un par de peinetas en carey tallado, un mechón de pelo rubio de Soledad Román –segunda esposa de Núñez–, una biblioteca giratoria y muchos más objetos pertenecientes a la familia del político y escritor le esperan en este histórico escenario.",186,TRUE
119,Caribe Jewelry – Museo de la Esmeralda,23,"Caribe Jewelry – Museo de la Esmeralda invita a descubrir la riqueza mineralógica y simbólica de la esmeralda, piedra emblemática de Colombia. A través de exhibiciones que combinan joyería artesanal, procesos de extracción y la historia del comercio, se valora este tesoro nacional. Sus espacios educativos aclaran las propiedades y la importancia económica y cultural de la esmeralda, acercando al público a su origen y significado.",186,FALSE
120,Museo del Cacao (Choco Museo),23,"El Museo del Cacao, conocido también como Choco Museo, se dedica a la historia, cultivo y transformación del cacao, fundamental para la cultura y gastronomía colombiana. Mediante muestras, talleres y degustaciones, los visitantes exploran el proceso desde la semilla hasta el chocolate. Este museo fomenta la conciencia sobre la agricultura sostenible y el valor ancestral del cacao en las comunidades productoras.",186,FALSE
121,Galeón Bucanero,23,"El Galeón Bucanero es una réplica histórica que recrea con detalle la embarcación utilizada durante la época colonial y los siglos de piratería en el Caribe. Esta atracción museística y turística ofrece recorridos que narran historias de navegación, comercio y confrontaciones marítimas, complementadas con exhibiciones de objetos náuticos y armas. Es tanto un testimonio cultural como una experiencia educativa sobre el pasado marítimo regional.",186,FALSE
122,Museo de Muñecas “Un Momento De Fantasía”,23,"Este museo alberga una colección diversa y detallada de muñecas provenientes de distintas épocas y culturas, mostrando la evolución del juguete y su impacto social. ""Un Momento De Fantasía"" abre una ventana al imaginario infantil y adulto, con exhibiciones que exploran la fabricación, diseño y simbolismo de estas figuras lúdicas. Su ambiente evoca nostalgia y creatividad, conectando generaciones a través del recuerdo y la fantasía.",186,FALSE
123,Palacio de la Inquisición,23,"La arquitectura civil cartagenera dejó en este palacio un hermoso legado. A la entrada lo sorprenderá un precioso portón barroco, labrado en piedra coralina. Los artesanos de la región dejaron su huella en la carpintería de sus techos, balcones y ventanas. Fue construido entre 1610 y 1770, como sede del Tribunal del Santo Oficio de la Inquisición; en 1924 fue reinaugurado como un museo que impulsa la investigación, conservación y divulgación de la memoria de este periodo. Aquí funciona la Academia de Historia y el Archivo Histórico de Cartagena. Además del tribunal, podrá conocer cámaras de tortura, celdas de castigo, instrumentos de punición como el garrote y la garrucha; algunas pinturas de la época y recetas de “brujería”.",186,TRUE
124,Museo Carmona,23,"El Museo Carmona ofrece un espacio para la exploración de la historia y la cultura regional, con colecciones que abarcan arte, arqueología y documentos históricos. Mediante exposiciones permanentes y temporales, el museo facilita el conocimiento de tradiciones y procesos sociales que han definido a las comunidades locales. Además, promueve el diálogo cultural y la preservación del patrimonio material e inmaterial.",990,FALSE
125,Museo de la Fortificaciones,23,"Desde su inauguración, en 1994, ha contado historias de derrotas y victorias alrededor de las murallas que resguardan al Corralito de Piedra. En una bóveda de 100 m2, aprecie los grandes cañones que se asoman por los ventanales de Casamata, llamativo espacio que recuerda la forma como se protegía el ingreso a la ciudad. Aquí también aprenderá sobre la vida y obra de personajes históricos como el ingeniero militar Antonio de Arévalo, quien diseñó, dirigió y completó las obras de fortificación de la ciudad, y de su defensor, don Blas de Lezo.",186,TRUE
126,Museo Orquideorama,23,"El Museo Orquideorama combina arquitectura biomimética con la exhibición de flora, especialmente orquídeas, representativas de la biodiversidad local y nacional. Funciona además como espacio de eventos y educación ambiental, promoviendo la conservación y aprecio por estas especies. Gracias a su diseño innovador, armoniza con el entorno natural y ofrece una experiencia sensorial y didáctica respecto a la botánica y el ecosistema.",158,FALSE
127,Museo Arqueológico La Merced,23,"Un tesoro que ofrece a los visitantes la posibilidad de conocer la rica herencia precolombina del país. Allí encontrará una majestuosa exhibición de arte y elementos de las culturas que habitaron el territorio nacional, como la de San Agustín, sinú, quimbaya, calima, taira, muisca, entre otras. El legado que se exhibe le permitirá comprender la historia de nuestro país",158,TRUE
128,Museo Arqueológico,23,"El Museo Arqueológico preserva y exhibe una valiosa colección de artefactos precolombinos que documentan las culturas antiguas de Colombia. Sus salones muestran cerámicas, herramientas, joyería y vestigios de ritos, los cuales permiten comprender las cosmovisiones y modos de vida de las civilizaciones originarias. El museo cumple un papel importante en la educación histórica y en la reivindicación del patrimonio indígena.",158,FALSE
129,Museo de Arte Colonial y Religioso la Merced,23,"Este museo expone obras que reflejan la influencia del arte colonial en la espiritualidad y la vida cotidiana, originadas en conventos e iglesias históricas. Pinturas, esculturas y objetos litúrgicos configuran una narrativa sobre la evangelización, el sincretismo y la identidad religiosa. La Merced se posiciona como un espacio para el estudio y aprecio del arte como vehículo de fe y expresión cultural en la Colombia antigua.",158,FALSE
130,Museo Jairo Varela,23,"Dedicado al legado del compositor y músico Jairo Varela, fundador del Grupo Niche, este museo recoge recuerdos, fotografías, instrumentos y reconocimientos que narran su trayectoria y aporte al género de la salsa. El lugar enfatiza la importancia cultural y social de su obra en Colombia y América Latina, conectando a visitantes con la historia de la música tropical y el ritmo que acompaña generaciones.",158,FALSE
131,Museo Departamental de Ciencias Naturales,23,"Este museo ofrece un enfoque integral sobre la biodiversidad y geología del departamento que lo aloja. Sus colecciones albergan fósiles, minerales, flora y fauna representativa, presentadas con recursos interpretativos que facilitan el aprendizaje y la investigación. Además, organiza actividades educativas que fomentan la conservación ambiental y el interés científico en la comunidad.",158,FALSE
132,Museo Caliwood,23,"Caliwood es un museo dedicado a la historia del cine en Colombia, especializado en la región de Cali. Exhibe equipos cinematográficos antiguos, carteles, fotografías y cronologías que relatan la evolución audiovisual y la memoria cultural de la ciudad. Su espacio es un homenaje a la producción y exhibición fílmica, apoyando la preservación de este patrimonio y la difusión del arte cinematográfico.",158,FALSE
133,Museo Libre de Arte Público de Colombia,23,"Este museo promueve el arte contemporáneo a través de colecciones y muestras que se integran en espacios públicos, rompiendo las barreras tradicionales de los museos cerrados. Busca democratizar el acceso a la expresión artística, vinculando creadores con comunidades en intervenciones urbanas, murales y esculturas. La iniciativa contribuye a la identidad cultural y a la transformación positiva del entorno ciudadano.",158,FALSE
134,Museo de la Salsa,23,"El Museo de la Salsa es un homenaje a este género musical fundamental para la cultura colombiana y caribeña. Reúne objetos, grabaciones, vestuario y testimonios que ilustran la historia, los músicos icónicos y la evolución del ritmo. Sus exhibiciones y eventos promueven la valoración de la salsa como expresión de resistencia, alegría y patrimonio cultural, involucrando a generaciones jóvenes y adultas.",158,FALSE
135,Museo La Tertulia,23,"La secuencia de columnas, en medio de bellos jardines, anuncia el encuentro con la belleza que supone entrar en este museo cuya gran sala de exposición alberga cerca de 1.500 obras de artistas contemporáneos del país y el mundo, entre pinturas, dibujos, grabados y esculturas. Además, el museo ofrece un taller de artes para niños, cinemateca, una sala de exposiciones itinerantes, tienda museo, teatro al aire libre y una variada agenda de eventos. Uno de los más importantes museos del país, La Tertulia nació por la iniciativa de un grupo de intelectuales que se reunían periódicamente, liderados por la “decana cultural de Cali”, Maritza Uribe de Urdinola. ",158,TRUE
136,Museo Aéreo Fénix,23,"Se encuentra en el municipio de Palmira, muy cerca de la ciudad de Cali, exactamente en la entrada 9 del aeropuerto Alfonso Bonilla Aragón. Allí se recoge la historia de la aviación, ya que además de las 16 aeronaves en exposición, se exhiben también las partes, los implementos necesarios para su uso y modelos a escala con un gran nivel de detalle. Además, las instalaciones cuentan con un simulador de vuelo y un espacio destinado a la historia ferroviaria, con ejemplares a vapor, utilizardos hasta el siglo pasado. ",158,TRUE
137,Museo de la Caña de Azúcar,23,"Este museo conserva la memoria histórica y técnica del cultivo y la producción de la caña de azúcar, base económica de muchas regiones colombianas. Las exposiciones muestran herramientas, maquinaria, documentos y relatos que ilustran el proceso agrícola e industrial, así como su impacto social. Además, el museo promueve el conocimiento de prácticas sostenibles y el papel de esta agroindustria en el desarrollo regional.",158,FALSE
138,El Palomar Colombia,23,"El Palomar Colombia es un centro cultural y gastronómico que fusiona tradición y modernidad en la conservación de técnicas y sabores ancestrales. Sus espacios exhiben objetos y narran historias ligadas a la producción rural, la cocina y las festividades populares. Más que un museo, es un lugar donde se vive y se comparte la identidad colombiana a través de experiencias sensoriales y educativas.",158,FALSE
139,Centro de Memoria Étnico y Cultural,23,"Este centro se dedica a la preservación y difusión de la memoria viva de las comunidades étnicas, poniendo en valor sus relatos, prácticas y saberes. Mediante exposiciones, archivos y actividades comunitarias, genera un espacio para el reconocimiento y la reivindicación de derechos culturales y sociales. Su objetivo es fortalecer el respeto y la convivencia intercultural en un marco de diversidad y pluralidad.",158,FALSE
140,Museo de Bordados de Cartago – Cartago,23,"El Museo de Bordados de Cartago resalta la tradición artesanal de esta labor textil, que forma parte importante de la identidad local. Exhibe piezas elaboradas con técnicas y diseños propios que son transmitidos de generación en generación. A través de su colección, talleres y actividades, este espacio promueve la valoración y el rescate de un oficio al mismo tiempo artístico y cultural.",158,FALSE
141,Casa del Virrey – Cartago,23,"La Casa del Virrey constituye un patrimonio arquitectónico y cultural que rememora épocas coloniales y la presencia de autoridades administrativas en la región. Conserva estructuras, mobiliario y objetos que relatan la vida cotidiana y los procesos históricos de la ciudad. Su conservación y exhibición permiten conservar la memoria histórica y ofrecer a los visitantes una experiencia de inmersión en el pasado.",158,FALSE
142,Museo de Arte Moderno de Barranquilla,23,"Obras de reconocidos artistas de la escena nacional e internacional se exhiben en este recinto, inaugurado en 1994: Eclipse, Resaca y Toro Cóndor, de Alejandro Obregón, y también obras de Salvador Dalí, Pedro Alcántara, Karel Appel, Enrique Grau y Carlos Cruz-Diez. Además de las visitas guiadas, disfrute los conversatorios para padres, talleres de arte para niños, ciclos de cine, club del cómic y exposiciones artísticas de todo tipo. Prográmese con el museo para explorar la Puerta de Oro de Colombia, participando en las rutas culturales que este organiza: museos, monumentos, Obregón, art decó, fiesta, de las Cruces, del fútbol. ",96,TRUE
143,Casa Museo Diomedes Díaz – San Juan del César,23,"La Casa Museo Diomedes Díaz honra la vida y obra del icónico cantautor vallenato, mostrando objetos personales, instrumentos y fotografías que narran su carrera y su vínculo con la cultura popular. Este espacio representa el legado musical y humano de ""El Cacique"", siendo un lugar de encuentro para seguidores y para quienes desean conocer más sobre la tradición vallenata.",864,FALSO
144,Centro Cultural de Riohacha – Riohacha,23,"Recién renovado, tiene una biblioteca con auditorio, sala general e infantil, espacios para investigadores y para consulta de material virtual y multimedia. Dentro de su programación cultural anual, ofrece talleres, conferencias, presentaciones artísticas entre otros eventos.",785,TRUE
145,Museo Cultural de Arte Religioso de Mompox,23,"Este museo ofrece un recorrido por el arte sacro que embellece las iglesias y conventos de Mompox, ciudad declarada Patrimonio de la Humanidad. Presenta obras coloniales, documentos y objetos litúrgicos que reflejan la profunda religiosidad y la riqueza artística del municipio. Además, el museo actúa como custodio de testimonios culturales que vinculan la espiritualidad con las expresiones creativas.",909,FALSE
146,Museo Arqueológico Manuel Huertas Vergara ,23,"Dedicado a la arqueología regional, este museo conserva y expone piezas que dan cuenta de la presencia prehispánica en el área. Cerámicas, herramientas y restos óseos permiten estudiar las formas de vida y las costumbres de las culturas indígenas. Su labor va más allá de la exhibición, involucrándose en la investigación, la protección del patrimonio y la educación para las nuevas generaciones.",951,FALSE
147,Museo del Oro Quimbaya ,23,"Tesoro cultural que exhibe una impresionante colección de piezas precolombinas elaboradas por la civilización quimbaya. Entre las piezas más destacadas se encuentran las famosas figuras zoomorfas y los populares poporos, unos recipientes utilizados para consumir tabaco. El museo ofrece una visión fascinante de la cultura quimbaya y de la maestría artística de sus orfebres en la creación de diversos objetos. Además, con su diseño de hoja de palma, el edificio en sí es una artística obra arquitectónica que se integra armoniosamente con su entorno natural.",72,TRUE
148,Museo de Arte de Pereira – Pereira,23,"Este museo ofrece una plataforma para la difusión del arte contemporáneo en la ciudad, con una colección diversa que incluye pintura, escultura, fotografía y multimedia. También organiza exposiciones temporales y eventos que potencian el diálogo artístico y cultural. Su misión es facilitar el acceso al arte y promover la creatividad, fortaleciendo el panorama cultural de la región.",72,FALSE
149,Museo Eliseo Bolívar – Belén de Umbría,23,"El Museo Eliseo Bolívar en Belén de Umbría está dedicado a preservar la historia y cultura local, mostrando colecciones de arte, artesanías y documentos históricos. Presenta además testimonios de la vida rural y el desarrollo de la comunidad, vinculando el pasado con las dinámicas actuales. Este museo es un espacio de encuentro que fomenta el sentido de pertenencia y la memoria colectiva.",72,FALSE
150,Fonda Museo Hotel – Quindío,23,"La Fonda Museo Hotel es un concepto que une hospedaje con patrimonio cultural, ofreciendo a sus huéspedes una experiencia enriquecedora. Su arquitectura y decoración evocan tradiciones regionales, mientras que exhibe objetos y relatos históricos. Este lugar es escenario de actividades culturales que rescatan las raíces del Quindío y fomentan la apreciación del patrimonio tangible e intangible.",72,FALSE
151,Casa Museo Musical del Quindío – Armenia,23,"En esta casa museo se honra la tradición musical del Quindío, con énfasis en instrumentos, partituras y objetos vinculados al folclor y la música popular. A través de exposiciones y actividades educativas, promueve la transmisión de saberes y la valoración del patrimonio sonoro local. El espacio busca mantener viva la memoria musical como elemento esencial de identidad cultural.",72,FALSE
